image_id,h,w,apo_h,apo_w,pa_deg,mt_px,n_fasc,ok,note
image_0746,556,660,556,660,14.642426507078735,161.88285765882884,13,True,blend
image_0747,556,660,556,660,17.56613850597904,144.08119661485154,14,True,blend
image_0748,556,660,556,660,16.011923821173177,141.27249112608092,13,True,blend
image_0749,556,660,556,660,16.008782548028346,154.18217146037884,13,True,blend
image_0750,556,660,556,660,17.4752932150237,150.82832580693858,14,True,blend
image_0751,556,660,556,660,15.505928196317122,149.0526271910205,18,True,blend
image_0752,500,760,556,660,15.725002946857217,128.46401808101518,12,True,blend
image_0753,500,760,556,660,10.69519344586799,388.0665632189491,27,True,blend
image_0754,500,760,556,660,15.719096384255296,133.15685411703114,14,True,blend
image_0755,500,760,556,660,13.100285381868678,134.70056652543732,14,True,blend
image_0756,500,760,556,660,13.63543426236144,139.46019616197967,19,True,blend
image_0757,500,760,556,660,11.377734732341942,129.5905968682267,15,True,blend
image_0758,500,760,556,660,14.72686060273136,136.64608767213548,17,True,blend
image_0759,500,760,556,660,15.171726152427315,138.10858693841743,16,True,blend
image_0760,500,760,556,660,14.553763700241582,133.00696947966003,11,True,blend
image_0761,500,760,556,660,15.174610008458709,136.13256167313253,15,True,blend
image_0762,500,760,556,660,15.107632598891238,134.69487428241064,17,True,blend
image_0763,500,760,556,660,15.447056761268165,137.14382204223378,18,True,blend
image_0764,500,760,556,660,16.39571809450534,138.8559523926135,12,True,blend
image_0765,500,760,556,660,16.607313039722783,130.3975578214012,8,True,blend
image_0766,500,760,556,660,17.875406008483896,105.24259721759688,9,True,blend
image_0767,500,760,556,660,16.32924377362363,103.15994713702986,12,True,blend
image_0768,500,760,556,660,15.327692112543403,109.8472392080601,9,True,blend
image_0769,500,760,556,660,16.055371068696903,116.10379297805241,13,True,blend
image_0770,500,760,556,660,16.01905156116995,117.26201235202359,11,True,blend
image_0771,500,760,556,660,15.679684146745455,117.18987752706191,12,True,blend
image_0772,500,760,556,660,15.800434738455452,118.96717684335711,11,True,blend
image_0773,500,760,556,660,15.128313106175195,119.09949934271269,12,True,blend
image_0774,500,760,556,660,15.637576980303683,122.23471776625986,11,True,blend
image_0775,500,760,556,660,16.192831805986586,119.2605411585874,13,True,blend
image_0776,500,760,556,660,15.643901909031985,106.80927485078719,14,True,blend
image_0777,500,760,556,660,14.45875704820469,109.39416153158008,13,True,blend
image_0778,500,760,556,660,14.160467791082095,111.2817123985141,15,True,blend
image_0779,500,760,556,660,15.497519066452892,115.38793027789347,17,True,blend
image_0780,500,760,556,660,15.686623291292666,112.01886441016143,19,True,blend
image_0781,500,760,556,660,14.427168592316493,108.59934223858045,16,True,blend
image_0782,500,760,556,660,13.547003081863563,111.25757533276197,13,True,blend
image_0783,500,760,556,660,15.556533339697811,115.86293085336956,16,True,blend
image_0784,500,760,556,660,15.415690744321072,116.44620534669255,16,True,blend
image_0785,500,760,556,660,14.606475300872072,117.46759873801813,18,True,blend
image_0786,500,760,556,660,15.524593547344852,114.96450199916745,18,True,blend
image_0787,500,760,556,660,15.969951821260336,117.64737158863589,18,True,blend
image_0788,500,760,556,660,15.522657592119437,106.04646955894185,12,True,blend
image_0789,500,760,556,660,15.120807248261315,105.26470056040804,12,True,blend
image_0790,500,760,556,660,15.33310269234881,114.32355411537526,12,True,blend
image_0791,500,760,556,660,13.182102586460683,104.21838583819812,10,True,blend
image_0792,500,760,556,660,13.20199780641408,107.13095591327675,12,True,blend
image_0793,500,760,556,660,11.491349092748504,104.4845938409887,10,True,blend
image_0794,500,760,556,660,13.826803519271852,102.47120629568549,11,True,blend
image_0795,500,760,556,660,15.591332335609058,105.79578263141075,9,True,blend
image_0796,500,760,556,660,14.36485949551324,106.66313864109533,12,True,blend
image_0797,1080,1640,556,660,20.685729558561068,249.64047524292278,17,True,blend
image_0798,1080,1640,556,660,19.99247139146122,226.796973181441,17,True,blend
image_0799,1080,1640,556,660,20.26392077694164,227.3115113629493,16,True,blend
image_0800,1080,1640,556,660,19.141009223596765,243.67716108027366,15,True,blend
image_0801,1080,1640,556,660,20.75529276764972,251.30352654645014,18,True,blend
image_0802,1080,1640,556,660,18.932130444405697,256.6261888410301,15,True,blend
image_0803,1080,1640,556,660,20.219599447764033,259.48369933466955,17,True,blend
image_0804,1080,1640,556,660,18.514476168889335,247.52872163666038,14,True,blend
image_0805,1080,1640,556,660,19.04752865980748,241.5042842789763,15,True,blend
image_0806,1080,1640,556,660,19.470349767993568,243.89138108927781,13,True,blend
image_0807,1080,1640,556,660,19.981638195110634,240.55493503840611,14,True,blend
image_0808,1080,1640,556,660,19.597399717541627,241.85663293563698,14,True,blend
image_0809,1080,1640,556,660,20.571517310084403,241.03480679765684,12,True,blend
image_0810,1080,1640,556,660,16.19451417032267,245.34890423602485,12,True,blend
image_0811,1080,1640,556,660,15.829106545107338,247.6606534790448,11,True,blend
image_0812,1080,1640,556,660,15.880918451663575,252.99161957055946,13,True,blend
image_0813,1080,1640,556,660,16.18541760497251,227.94543913412713,12,True,blend
image_0814,1080,1640,556,660,18.057020021782005,251.8908921788161,14,True,blend
image_0815,1080,1640,556,660,18.894919835692313,254.05017930926113,11,True,blend
image_0816,1080,1640,556,660,17.924920156188403,272.06596863990154,11,True,blend
image_0817,1080,1640,556,660,18.23827381945307,268.2452385529618,12,True,blend
image_0818,1080,1640,556,660,,238.76206944974032,0,False,no usable fascicle fragments
image_0819,1080,1640,556,660,18.10521465421778,243.84085254325907,12,True,blend
image_0820,1080,1640,556,660,18.505597183639885,251.97905712964325,13,True,blend
image_0821,1080,1640,556,660,18.518405573330888,255.52267254071984,16,True,blend
image_0822,1080,1640,556,660,18.102265430380886,271.8375534151266,12,True,blend
image_0823,1080,1640,556,660,17.65639351378978,250.38828495015002,15,True,blend
image_0824,1080,1640,556,660,17.99991294155126,246.36238281867952,14,True,blend
image_0825,1080,1640,556,660,18.445706357040255,240.50072219145642,13,True,blend
image_0826,1080,1640,556,660,18.878560874720414,250.66358527686813,15,True,blend
image_0827,1080,1640,556,660,18.700912132474443,243.9014569631251,14,True,blend
image_0828,1080,1640,556,660,18.980567784009203,241.53765251518567,14,True,blend
image_0829,1080,1640,556,660,18.807788596162542,240.50112800014446,13,True,blend
image_0830,1080,1640,556,660,18.597544086814544,238.74970569250831,14,True,blend
image_0831,1080,1640,556,660,18.06028612528383,238.47080916049254,14,True,blend
image_0832,1080,1640,556,660,20.829720692099077,186.31278315897475,15,True,blend
image_0833,1080,1640,556,660,20.281391362421235,182.18215542707458,16,True,blend
image_0834,1080,1640,556,660,20.25180300773495,189.49632476029888,15,True,blend
image_0835,1080,1640,556,660,20.677902976473376,189.78296688243245,14,True,blend
image_0836,1080,1640,556,660,19.319751931825873,191.8922353882178,13,True,blend
image_0837,1080,1640,556,660,21.701160699108456,204.48817023584115,14,True,blend
image_0838,1080,1640,556,660,20.471480875935793,187.8049053090106,12,True,blend
image_0839,1080,1640,556,660,22.390919846166124,185.4179024595463,15,True,blend
image_0840,1080,1640,556,660,21.07231086858329,191.83091629350028,13,True,blend
image_0841,1080,1640,556,660,20.994522677745575,182.54815666251852,13,True,blend
image_0842,1080,1640,556,660,20.47582935679794,182.027756798665,13,True,blend
image_0843,1080,1640,556,660,20.17874939857247,178.96710003352905,11,True,blend
image_0844,1080,1640,556,660,21.083303158165076,194.09002821884783,12,True,blend
image_0845,1080,1640,556,660,22.303956850679647,190.35308307850428,13,True,blend
image_0846,1080,1640,556,660,22.22609478652645,189.1476173421914,12,True,blend
image_0847,1080,1640,556,660,22.059404908278278,189.05804122468408,13,True,blend
image_0848,1080,1640,556,660,21.353442194559477,187.29894531146684,2,True,blend
image_0849,1080,1640,556,660,21.26791104638638,183.82219723560644,6,True,blend
image_0850,1080,1640,556,660,20.191754087699188,186.5438154938804,10,True,blend
image_0851,1080,1640,556,660,19.883436932901073,182.69159658283672,12,True,blend
image_0852,1080,1640,556,660,20.436892745264462,306.1814622991422,13,True,blend
image_0853,1080,1640,556,660,21.68936274086801,317.7577760419489,15,True,blend
image_0854,1080,1640,556,660,21.280860827731914,317.1473086425455,16,True,blend
image_0855,1080,1640,556,660,21.355600433223337,312.64905500949413,15,True,blend
image_0856,1080,1640,556,660,20.877173975999423,292.3472893176574,13,True,blend
image_0857,1080,1640,556,660,21.78823645402327,301.32842242331185,13,True,blend
image_0858,1080,1640,556,660,20.901182717511908,301.85894768869343,15,True,blend
image_0859,1080,1640,556,660,20.917559718898662,313.128924123221,13,True,blend
image_0860,1080,1640,556,660,21.137209162514537,313.9992345278914,11,True,blend
image_0861,1080,1640,556,660,20.812348223547897,312.20203580164724,11,True,blend
image_0862,1080,1640,556,660,22.237671530854897,307.25889298227304,13,True,blend
image_0863,1080,1640,556,660,21.730270073785,318.0556778207397,12,True,blend
image_0864,1080,1640,556,660,21.571547758497324,317.0016994700147,11,True,blend
image_0865,1080,1640,556,660,21.499839724773544,317.22275842824723,12,True,blend
image_0866,1080,1640,556,660,24.99491997490859,260.9600715702016,12,True,blend
image_0867,1080,1640,556,660,26.73537330309867,278.4824739987359,10,True,blend
image_0868,1080,1640,556,660,26.636541618193306,294.4330379245103,10,True,blend
image_0869,1080,1640,556,660,25.987518520516787,258.16298628849546,12,True,blend
image_0870,1080,1640,556,660,27.442497689519463,295.4465888593392,11,True,blend
image_0871,1080,1640,556,660,28.326539474239347,296.37567357561926,12,True,blend
image_0872,1080,1640,556,660,29.40797567759938,262.78416456658323,12,True,blend
image_0873,1080,1640,556,660,28.054948940374594,287.4466153392129,12,True,blend
image_0874,1080,1640,556,660,29.258744024601587,288.17720479324885,11,True,blend
image_0875,1080,1640,556,660,29.227744024376204,294.8494692860681,11,True,blend
image_0876,1080,1640,556,660,27.396365100312554,295.98427018255626,15,True,blend
image_0877,1080,1640,556,660,28.59165538228743,269.24959463620775,13,True,blend
image_0878,1080,1640,556,660,29.58904099329923,256.28642344370377,13,True,blend
image_0879,1080,1640,556,660,28.634083250224634,265.49208918172934,15,True,blend
image_0880,1080,1640,556,660,31.64599385777583,259.03071020091465,11,True,blend
image_0881,1080,1640,556,660,28.38662737986671,256.21363488608876,12,True,blend
image_0882,1080,1640,556,660,28.163254792688676,281.9408890680717,12,True,blend
image_0883,1080,1640,556,660,29.593534797494616,264.1387206727152,15,True,blend
image_0884,1080,1640,556,660,28.453949857883764,271.3526422821963,13,True,blend
image_0885,1080,1640,556,660,30.791372072845565,282.9495283617479,12,True,blend
image_0886,1080,1640,556,660,29.297400933869298,285.2844482668657,12,True,blend
image_0887,1080,1640,556,660,29.431744307370607,284.4610760479314,11,True,blend
image_0888,1080,1640,556,660,22.71467220148464,327.44201449300925,12,True,blend
image_0889,1080,1640,556,660,23.176634704606677,328.391520215671,13,True,blend
image_0890,1080,1640,556,660,24.205395240083746,323.5672444161471,12,True,blend
image_0891,1080,1640,556,660,25.94403106719513,328.36457301603116,13,True,blend
image_0892,1080,1640,556,660,23.284998348846706,312.69639409347894,12,True,blend
image_0893,1080,1640,556,660,23.30904079403843,305.3262576532873,12,True,blend
image_0894,1080,1640,556,660,23.845566641882144,303.46136274874726,12,True,blend
image_0895,1080,1640,556,660,25.025171754477395,321.28935767643407,15,True,blend
image_0896,1080,1640,556,660,25.649672806332106,327.1603356521923,16,True,blend
image_0897,1080,1640,556,660,25.213690937775013,306.01372548613034,13,True,blend
image_0898,1080,1640,556,660,24.90849269150976,324.30480909921476,12,True,blend
image_0899,1080,1640,556,660,24.769472902076025,319.76248158267146,13,True,blend
image_0900,1080,1640,556,660,24.12264826805785,322.8621859312872,13,True,blend
image_0901,1080,1640,556,660,24.085279763389686,320.1358586474406,12,True,blend
image_0902,1080,1640,556,660,24.429594991590655,314.23192433496905,14,True,blend
image_0903,1080,1640,556,660,24.933717518493193,316.4519481660654,13,True,blend
image_0904,1080,1640,556,660,23.434526862955842,313.942889935193,14,True,blend
image_0905,1080,1640,556,660,24.16219883348721,317.52513947555457,14,True,blend
image_0906,1080,1640,556,660,33.27390893271097,246.04077844104123,1,True,blend
image_0907,1080,1640,556,660,25.73156419564175,221.21883155051643,11,True,blend
image_0908,1080,1640,556,660,33.67556238947747,242.55759893212158,1,True,blend
image_0909,1080,1640,556,660,28.945884851197025,226.5416644669132,3,True,blend
image_0910,1080,1640,556,660,33.21821009647954,241.0307388159381,1,True,blend
image_0911,1080,1640,556,660,35.26856463974009,238.7438845322563,1,True,blend
image_0912,1080,1640,556,660,23.892639285039895,212.46594119779934,12,True,blend
image_0913,1080,1640,556,660,25.226914021487225,207.97476249123343,13,True,blend
image_0914,1080,1640,556,660,35.28316011497717,237.78036089372358,1,True,blend
image_0915,1080,1640,556,660,24.907311352946373,208.69774736104625,12,True,blend
image_0916,1080,1640,556,660,34.22981106146702,229.9084412107001,1,True,blend
image_0917,1080,1640,556,660,,222.82793399151487,0,False,no usable fascicle fragments
image_0918,1080,1640,556,660,33.564497963527316,237.39002964935693,1,True,blend
image_0919,1080,1640,556,660,36.3684517324942,234.61287621242298,1,True,blend
image_0920,1080,1640,556,660,35.51104331630322,243.6635442768128,1,True,blend
image_0921,1080,1640,556,660,33.73767114645466,241.00383540172484,1,True,blend
image_0922,1080,1640,556,660,36.398707288306426,242.37278678114095,1,True,blend
image_0923,1080,1640,556,660,37.020635274231815,242.8523324923785,1,True,blend
image_0924,1080,1640,556,660,37.65637662397745,236.79532331362626,1,True,blend
image_0925,1080,1640,556,660,36.171229004475066,239.05356668168258,1,True,blend
image_0926,1080,1640,556,660,22.830194550061872,252.95192264603443,10,True,blend
image_0927,1080,1640,556,660,27.592330139161238,211.19439799891234,1,True,blend
image_0928,1080,1640,556,660,22.67318605503627,247.49282285190347,10,True,blend
image_0929,1080,1640,556,660,25.395243417051844,281.6473764485041,11,True,blend
image_0930,1080,1640,556,660,27.442582838368956,189.07010981698875,2,True,blend
image_0931,1080,1640,556,660,24.04729374627921,248.24563889453484,11,True,blend
image_0932,1080,1640,556,660,22.26028736973295,278.4827559095708,11,True,blend
image_0933,1080,1640,556,660,22.361074991081907,248.5027860409075,11,True,blend
image_0934,1080,1640,556,660,25.33693280618707,200.64282189795597,2,True,blend
image_0935,1080,1640,556,660,22.71023693909997,240.94627283888272,12,True,blend
image_0936,1080,1640,556,660,22.03129230011995,276.83895522312054,13,True,blend
image_0937,1080,1640,556,660,23.137364771516086,252.4371277369449,14,True,blend
image_0938,1080,1640,556,660,22.43411743805804,234.0372524359675,12,True,blend
image_0939,1080,1640,556,660,23.53544892992737,248.08488599800717,12,True,blend
image_0940,1080,1640,556,660,30.67870322644459,202.47140857767718,1,True,blend
image_0941,1080,1640,556,660,23.1797430836533,213.50002747050576,2,True,blend
image_0942,1080,1640,556,660,23.342542643756495,253.2997775191851,12,True,blend
image_0943,1080,1640,556,660,24.578075759437798,249.07336745611505,11,True,blend
image_0944,1080,1640,864,1152,23.0790065158633,298.1583515552901,9,True,blend
image_0945,1080,1640,864,1152,19.077401311021838,457.9801672721193,7,True,blend
image_0946,1080,1640,864,1152,17.749957080348764,443.68294165352813,10,True,blend
image_0947,1080,1640,864,1152,18.919656885202986,381.1637179030795,11,True,blend
image_0948,1080,1640,864,1152,17.913475463569135,424.1154909920795,10,True,blend
image_0949,1080,1640,864,1152,17.235771619023033,448.56014333538377,8,True,blend
image_0950,1080,1640,864,1152,20.1287326831421,518.1664088056101,11,True,blend
image_0951,1080,1640,864,1152,14.76259041010086,517.509337030376,10,True,blend
image_0952,1080,1640,864,1152,25.338920745655837,409.7644623242802,13,True,blend
image_0953,1080,1640,864,1152,19.103724922215665,353.0420624254832,11,True,blend
image_0954,1080,1640,864,1152,22.762830662786072,367.4573472707675,11,True,blend
image_0955,1080,1640,864,1152,23.2561952301727,395.8544091062566,10,True,blend
image_0956,1080,1640,864,1152,17.81372211668171,425.30274820283284,10,True,blend
image_0957,1080,1640,864,1152,20.652978664964937,351.0463363707768,11,True,blend
image_0958,1080,1640,864,1152,18.84230145694204,388.65708022093116,10,True,blend
image_0959,1080,1640,864,1152,21.13299223095561,266.18293013528296,10,True,blend
image_0960,1080,1640,864,1152,21.13731183236596,337.8034648760297,9,True,blend
image_0961,1080,1640,864,1152,12.204851147600003,205.79539432936397,8,True,blend
image_0962,1080,1640,864,1152,21.237740897401473,376.03361163367,9,True,blend
image_0963,1080,1640,864,1152,26.55202880589742,332.61251227682055,7,True,blend
image_0964,1080,1640,864,1152,21.029956444431647,300.5924826502182,6,True,blend
image_0965,1080,1640,864,1152,19.98503513276672,394.9444041299962,8,True,blend
image_0966,1080,1640,864,1152,23.989416474993558,360.5444766762246,7,True,blend
image_0967,1080,1640,864,1152,25.036517945925883,525.7123462356043,7,True,blend
image_0968,1080,1640,864,1152,8.585930472226892,384.0064765713999,9,True,blend
image_0969,1080,1640,864,1152,23.525432703929226,478.03782283542705,11,True,blend
image_0970,1080,1640,864,1152,22.22883393416432,394.1712247778273,9,True,blend
image_0971,1080,1640,864,1152,17.037059726656693,441.7994169833418,9,True,blend
image_0972,1080,1640,864,1152,21.49408159737795,333.64782163519,9,True,blend
image_0973,1080,1640,864,1152,26.5168683959423,397.5635432010674,6,True,blend
image_0974,1080,1640,864,1152,23.674839534209596,488.764903362563,8,True,blend
image_0975,1080,1640,864,1152,18.87649184736926,418.91001012311153,9,True,blend
image_0976,1080,1640,864,1152,22.97455640662445,459.16774094446976,8,True,blend
image_0977,1080,1640,864,1152,22.336568778373724,485.74176270112076,7,True,blend
image_0978,1080,1640,864,1152,8.79614974417708,383.4712474245505,7,True,blend
image_0979,1080,1640,864,1152,20.502000655257163,371.2366029530255,8,True,blend
image_0980,1080,1640,864,1152,19.083191042070272,329.5775648364462,7,True,blend
image_0981,1080,1640,864,1152,20.759105502447703,451.96882971324385,7,True,blend
image_0982,1080,1640,864,1152,18.2904886486711,486.67085794037865,7,True,blend
image_0983,1080,1640,864,1152,26.221846872639468,478.84196229250836,7,True,blend
image_0984,1080,1640,864,1152,21.182589995122612,476.41360004609635,7,True,blend
image_0985,1080,1640,864,1152,17.726223182005327,418.88286028773405,8,True,blend
image_0986,1080,1640,864,1152,25.559623491995417,394.4510385255512,7,True,blend
image_0987,1080,1640,864,1152,29.56780626635125,462.18449155195356,6,True,blend
image_0988,1080,1640,864,1152,17.054746108711107,384.2514574673048,6,True,blend
image_0989,1080,1640,864,1152,21.63848700592429,483.79479356492607,5,True,blend
image_0990,1080,1640,652,800,32.75095814225827,504.0081349950806,2,True,blend
image_0991,1080,1640,688,1234,30.909219996903985,313.32859766272946,8,True,blend
image_0992,1080,1640,688,1234,28.89390224808325,348.8766412120785,8,True,blend
image_0993,1080,1640,688,1234,39.62682626966988,340.7258384951625,1,True,blend
image_0994,1080,1640,687,1234,27.837613000194313,440.1103294551135,8,True,blend
image_0995,1080,1640,652,800,,210.17478178662878,0,False,no usable fascicle fragments
image_0996,1080,1640,600,800,24.570067664100833,469.5936488529139,7,True,blend
image_0997,1080,1640,688,1074,24.143275401372172,425.8256005109654,1,True,blend
image_0998,1080,1640,652,800,26.90177575603172,168.94278673482728,3,True,blend
image_0999,1080,1640,652,800,22.50792797665144,442.66462657924785,3,True,blend
image_1000,1080,1640,512,512,22.578305784325295,313.2263032955312,6,True,blend
image_1001,1080,1640,652,800,27.04562542550497,205.62403642419235,3,True,blend
image_1002,1080,1640,512,512,20.97821760420494,290.08005836533994,6,True,blend
image_1003,1080,1640,652,800,22.76968352937211,194.29751639033577,3,True,blend
image_1004,1080,1640,512,512,18.571584539194774,285.48325562865267,8,True,blend
image_1005,1080,1640,512,512,22.915410430571857,318.8893826312638,9,True,blend
image_1006,1080,1640,512,512,23.295018546209672,383.0545930790245,9,True,blend
image_1007,1080,1640,652,800,23.243223699331317,517.8090637052112,2,True,blend
image_1008,1080,1640,512,512,23.839922159680157,353.104292405282,8,True,blend
image_1009,1080,1640,652,800,29.31937466665769,350.3562253255634,6,True,blend
image_1010,1080,1640,512,512,21.32343825833333,288.6893163996733,7,True,blend
image_1011,1080,1640,652,800,29.550699977977168,243.6198616620982,6,True,blend
image_1012,1080,1640,652,800,,,0,False,no plausible aponeurosis pair
image_1013,1080,1640,512,512,22.72594712179405,363.1820290834292,8,True,blend
image_1014,1080,1640,512,512,23.30524629032068,349.5621667502528,10,True,blend
image_1015,1080,1640,512,512,22.858391360772202,349.515163249184,8,True,blend
image_1016,1080,1640,512,512,21.06508981250795,263.58434816422647,7,True,blend
image_1017,1080,1640,512,512,24.597057026410145,262.4683421521125,5,True,blend
image_1018,1080,1640,512,512,21.263143430074837,325.46739677547134,8,True,blend
image_1019,1080,1640,512,512,22.889224068307236,343.92043672166415,7,True,blend
image_1020,1080,1640,512,512,22.067155514986137,413.06974814148595,10,True,blend
image_1021,1080,1640,512,512,23.47379511399909,264.55095250925905,6,True,blend
image_1022,1080,1640,512,512,23.0100461126389,415.83039693381147,9,True,blend
image_1023,1080,1640,512,512,23.47149890526017,316.3017447975903,8,True,blend
image_1024,1080,1640,512,512,23.809001176783354,400.43503634246827,9,True,blend
image_1025,1080,1640,556,660,31.41031508724671,250.86547180915872,10,True,blend
image_1026,1080,1640,556,660,28.111872970158743,323.1113139192887,10,True,blend
image_1027,1080,1640,556,660,28.914935710958705,334.29497605803414,10,True,blend
image_1028,1080,1640,556,660,32.533299990827494,287.69758162781596,11,True,blend
image_1029,1080,1640,556,660,34.43364061157835,231.25565255768808,11,True,blend
image_1030,1080,1640,556,660,32.083327560889266,269.31956387567,13,True,blend
image_1031,1080,1640,556,660,31.936484011692887,254.74064615410146,8,True,blend
image_1032,1080,1640,556,660,31.233511691329248,235.34763117295822,10,True,blend
image_1033,1080,1640,556,660,29.18612649837024,256.00452503754485,8,True,blend
image_1034,1080,1640,556,660,29.216762600321236,265.95994664432646,10,True,blend
image_1035,1080,1640,556,660,30.24984815456315,198.20713153694362,7,True,blend
image_1036,1080,1640,556,660,27.563705368550174,194.23406939906715,9,True,blend
image_1037,1080,1640,556,660,31.03906044027181,187.94622936760936,8,True,blend
image_1038,1080,1640,556,660,28.43839031169088,318.0802410749226,12,True,blend
image_1039,1080,1640,556,660,27.687545901596916,314.2652102176412,12,True,blend
image_1040,1080,1640,556,660,31.058879755157836,317.3237501270885,11,True,blend
image_1041,1080,1640,556,660,34.46676246639347,297.79726616362063,11,True,blend
image_1042,1080,1640,556,660,33.83687378634906,295.75517256343795,12,True,blend
image_1043,1080,1640,556,660,28.628268357538595,246.45870558982384,2,True,blend
image_1044,1080,1640,556,660,26.29569328663591,242.55759893212158,2,True,blend
image_1045,1080,1640,556,660,30.18694319661791,241.86939232511077,2,True,blend
image_1046,1080,1640,556,660,25.432830190837457,199.83245522589667,2,True,blend
image_1047,1080,1640,556,660,21.047888320112865,217.69698663794944,2,True,blend
